taxa_in_original_tree	species	total	rbcL	matK	rps16	ndhF	5.8S-ribosomal-RNA	contains-trnT-trnL-intergenic-spacer,-tRNA-Leu-(trnL),-trnL-trnF-intergenic-spacer,-and-tRNA-Phe-(trnF)
rest_Ericales	Cortusa matthioli	2	Z83146	NA	AY647597	NA	NA	NA
rest_Ericales	Lysimachia maxima	2	AF213806	NA	GQ257953	NA	NA	NA
rest_Ericales	Primula ovalifolia	2	JF943682	NA	HQ439118	NA	NA	NA
rest_Ericales	Primula meadia	2	U96658	NA	AY647557	NA	NA	NA
rest_Ericales	Primula secundiflora	2	HM018364	NA	EF595547	NA	NA	NA
rest_Ericales	Primula poissonii	2	AF394973	NA	FJ786588	NA	NA	NA
rest_Ericales	Primula egaliksensis	2	JN965779	NA	EF218417	NA	NA	NA
rest_Ericales	Euclea divinorum	2	EU980790	NA	NA	FJ238285	NA	NA
rest_Ericales	Euclea undulata	2	EU980792	NA	NA	FJ238290	NA	NA
rest_Ericales	Diospyros bejaudii	2	EU980652	NA	NA	DQ924105	NA	NA
rest_Ericales	Anagallis tenella	2	HM849773	NA	EU150422	NA	NA	NA
rest_Ericales	Primula veris	2	AF394981	NA	AJ431005	NA	NA	NA
rest_Ericales	Primula deorum	2	AF394989	NA	AY647573	NA	NA	NA
rest_Ericales	Euclea natalensis	2	EU980791	NA	NA	FJ238286	NA	NA
rest_Ericales	Diospyros virginiana	2	EU980774	NA	NA	DQ924174	NA	NA
rest_Ericales	Chrysophyllum argenteum	2	JQ626243	NA	JF913184	NA	NA	NA
rest_Ericales	Chrysophyllum oliviforme	2	L12607	NA	JF913192	NA	NA	NA
rest_Ericales	Primula palinuri	2	AF213801	NA	AY647564	NA	NA	NA
rest_Ericales	Diospyros digyna	2	EU980676	NA	NA	DQ924123	NA	NA
rest_Ericales	Ardisia crenata	2	GQ436755	NA	JF416252	NA	NA	NA
rest_Ericales	Myrsine africana	2	U96652	NA	AM990489	NA	NA	NA
rest_Ericales	Manilkara zapota	2	L01932	NA	AJ431007	NA	NA	NA
rest_Ericales	Primula calyptrata	1	NA	NA	FJ786618	NA	NA	NA
rest_Ericales	Primula efarinosa	1	NA	NA	FJ786585	NA	NA	NA
rest_Ericales	Primula celsiiformis	1	NA	NA	FJ786600	NA	NA	NA
rest_Ericales	Primula duclouxii	1	JF943639	NA	NA	NA	NA	NA
rest_Ericales	Primula virginis	1	JF943724	NA	NA	NA	NA	NA
rest_Ericales	Primula barbicalyx	1	NA	NA	FJ786619	NA	NA	NA
rest_Ericales	Primula sertulum	1	NA	NA	FJ786572	NA	NA	NA
rest_Ericales	Primula caldaria	1	NA	NA	FJ786558	NA	NA	NA
rest_Ericales	Primula veitchiana	1	AF213802	NA	NA	NA	NA	NA
rest_Ericales	Primula pseudodenticulata	1	NA	NA	FJ786556	NA	NA	NA
rest_Ericales	Primula hidakana	1	AF394998	NA	NA	NA	NA	NA
rest_Ericales	Primula sinomollis	1	NA	NA	FJ786605	NA	NA	NA
rest_Ericales	Primula saturata	1	NA	NA	FJ786623	NA	NA	NA
rest_Ericales	Cyclamen cilicium	1	NA	NA	AM990492	NA	NA	NA
rest_Ericales	Cyclamen balearicum	1	NA	NA	AM990491	NA	NA	NA
rest_Ericales	Cyclamen cyprium	1	NA	NA	AM990496	NA	NA	NA
rest_Ericales	Cyclamen parviflorum	1	NA	NA	AM990504	NA	NA	NA
rest_Ericales	Cyclamen africanum	1	NA	NA	AM990490	NA	NA	NA
rest_Ericales	Cyclamen libanoticum	1	NA	NA	AM990502	NA	NA	NA
rest_Ericales	Cyclamen alpinum	1	NA	NA	AM990513	NA	NA	NA
rest_Ericales	Cyclamen creticum	1	NA	NA	AM990495	NA	NA	NA
rest_Ericales	Cyclamen coum	1	NA	NA	AM990494	NA	NA	NA
rest_Ericales	Cyclamen pseudibericum	1	NA	NA	AM990509	NA	NA	NA
rest_Ericales	Cyclamen intaminatum	1	NA	NA	AM990501	NA	NA	NA
rest_Ericales	Cyclamen mirabile	1	NA	NA	AM990503	NA	NA	NA
rest_Ericales	Cyclamen rohlfsianum	1	NA	NA	AM990512	NA	NA	NA
rest_Ericales	Micropholis garciniifolia	1	HM446833	NA	NA	NA	NA	NA
rest_Ericales	Micropholis porphyrocarpa	1	JQ626009	NA	NA	NA	NA	NA
rest_Ericales	Diospyros morrisiana	1	HQ427240	NA	NA	NA	NA	NA
rest_Ericales	Diospyros cathayensis	1	GU471700	NA	NA	NA	NA	NA
rest_Ericales	Diospyros oleifera	1	GU471696	NA	NA	NA	NA	NA
rest_Ericales	Diospyros eriantha	1	HQ415185	NA	NA	NA	NA	NA
rest_Ericales	Dionysia gaubae	1	NA	NA	AY680783	NA	NA	NA
rest_Ericales	Dionysia lamingtonii	1	NA	NA	AY680786	NA	NA	NA
rest_Ericales	Dionysia denticulata	1	NA	NA	AY680764	NA	NA	NA
rest_Ericales	Dionysia sarvestanica	1	NA	NA	AY680758	NA	NA	NA
rest_Ericales	Dionysia lindbergii	1	NA	NA	AY680791	NA	NA	NA
rest_Ericales	Dionysia termeana	1	NA	NA	AY680790	NA	NA	NA
rest_Ericales	Dionysia iranica	1	NA	NA	AY680784	NA	NA	NA
rest_Ericales	Dionysia haussknechtii	1	NA	NA	AY680763	NA	NA	NA
rest_Ericales	Dionysia oreodoxa	1	NA	NA	AY680787	NA	NA	NA
rest_Ericales	Dionysia archibaldii	1	NA	NA	AY680780	NA	NA	NA
rest_Ericales	Dionysia odora	1	NA	NA	AY680762	NA	NA	NA
rest_Ericales	Dionysia rhaptodes	1	NA	NA	AY680788	NA	NA	NA
rest_Ericales	Dionysia mozaffarianii	1	NA	NA	AY680759	NA	NA	NA
rest_Ericales	Dionysia khatamii	1	NA	NA	AY680785	NA	NA	NA
rest_Ericales	Dionysia khuzistanica	1	NA	NA	AY680770	NA	NA	NA
rest_Ericales	Dionysia viscidula	1	NA	NA	AY680765	NA	NA	NA
rest_Ericales	Dionysia caespitosa	1	NA	NA	AY680781	NA	NA	NA
rest_Ericales	Dionysia freitagii	1	NA	NA	AY680772	NA	NA	NA
rest_Ericales	Dionysia bryoides	1	NA	NA	AY680771	NA	NA	NA
rest_Ericales	Dionysia curviflora	1	NA	NA	AY680782	NA	NA	NA
rest_Ericales	Dionysia michauxii	1	NA	NA	AY680757	NA	NA	NA
rest_Ericales	Dionysia teucrioides	1	NA	NA	AY680777	NA	NA	NA
rest_Ericales	Chrysophyllum mexicanum	1	NA	NA	JF913194	NA	NA	NA
rest_Ericales	Chrysophyllum bicolor	1	NA	NA	JF913188	NA	NA	NA
rest_Ericales	Chrysophyllum pauciflorum	1	NA	NA	JF913189	NA	NA	NA
rest_Ericales	Bonellia umbellata	1	Z80206	NA	NA	NA	NA	NA
rest_Ericales	Bonellia frutescens	1	AF213816	NA	NA	NA	NA	NA
rest_Ericales	Bonellia stenophylla	1	AF213815	NA	NA	NA	NA	NA
rest_Ericales	Maesa salicifolia	1	HQ415072	NA	NA	NA	NA	NA
rest_Ericales	Clavija lancifolia	1	NA	NA	JF275973	NA	NA	NA
rest_Ericales	Ardisia standleyana	1	GQ981671	NA	NA	NA	NA	NA
rest_Ericales	Ardisia revoluta	1	JQ592919	NA	NA	NA	NA	NA
rest_Ericales	Ardisia glauca	1	HM446759	NA	NA	NA	NA	NA
rest_Ericales	Ardisia bartlettii	1	GQ981669	NA	NA	NA	NA	NA
rest_Ericales	Ardisia paniculata	1	NA	NA	JF416256	NA	NA	NA
rest_Ericales	Lysimachia azorica	1	HM850151	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia minoricensis	1	AF213809	NA	NA	NA	NA	NA
rest_Ericales	Androsace sublanata	1	NA	NA	FJ786608	NA	NA	NA
rest_Ericales	Samolus dichondrifolius	1	NA	NA	HQ284095	NA	NA	NA
rest_Ericales	Samolus cinerascens	1	NA	NA	HQ284100	NA	NA	NA
rest_Ericales	Pouteria reticulata	1	JQ625962	NA	NA	NA	NA	NA
rest_Ericales	Pouteria stipitata	1	GQ981842	NA	NA	NA	NA	NA
rest_Ericales	Pouteria fossicola	1	GQ981840	NA	NA	NA	NA	NA
rest_Ericales	Primula kialensis	1	JF943656	NA	NA	NA	NA	NA
rest_Ericales	Primula agleniana	1	JF943586	NA	NA	NA	NA	NA
rest_Ericales	Primula diantha	1	JF943637	NA	NA	NA	NA	NA
rest_Ericales	Primula rupestris	1	NA	NA	FJ786566	NA	NA	NA
rest_Ericales	Primula oreodoxa	1	JF943678	NA	NA	NA	NA	NA
rest_Ericales	Primula prattii	1	JF943689	NA	NA	NA	NA	NA
rest_Ericales	Primula filchnerae	1	NA	NA	FJ786554	NA	NA	NA
rest_Ericales	Primula munroi	1	JF943672	NA	NA	NA	NA	NA
rest_Ericales	Primula merrilliana	1	NA	NA	FJ786565	NA	NA	NA
rest_Ericales	Primula tardiflora	1	JF943722	NA	NA	NA	NA	NA
rest_Ericales	Primula melanops	1	JF943662	NA	NA	NA	NA	NA
rest_Ericales	Primula spicata	1	JF943717	NA	NA	NA	NA	NA
rest_Ericales	Primula szechuanica	1	JF943720	NA	NA	NA	NA	NA
rest_Ericales	Primula epilosa	1	JF943642	NA	NA	NA	NA	NA
rest_Ericales	Cyclamen colchicum	1	NA	NA	AM990493	NA	NA	NA
rest_Ericales	Coris monspeliensis	1	U96660	NA	NA	NA	NA	NA
rest_Ericales	Jacquinia keyensis	1	AF213817	NA	NA	NA	NA	NA
rest_Ericales	Jacquinia aculeata	1	NA	NA	HQ284074	NA	NA	NA
rest_Ericales	Euclea tomentosa	1	NA	NA	NA	FJ238289	NA	NA
rest_Ericales	Planchonella pohlmaniana	1	AJ235788	NA	NA	NA	NA	NA
rest_Ericales	Chrysophyllum eximium	1	JQ625950	NA	NA	NA	NA	NA
rest_Ericales	Bonellia nervosa	1	JQ593549	NA	NA	NA	NA	NA
rest_Ericales	Maesa myrsinoides	1	Z80203	NA	NA	NA	NA	NA
rest_Ericales	Ardisia verbascifolia	1	JN638410	NA	NA	NA	NA	NA
rest_Ericales	Ardisia solanacea	1	NA	NA	JF416255	NA	NA	NA
rest_Ericales	Monotheca buxifolia	1	AF421097	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia hemsleyana	1	JF942398	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia klattiana	1	JF942415	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia patungensis	1	JF942435	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia ephemerum	1	AF213807	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia hemsleyi	1	JF942402	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia erosipetala	1	JF942378	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia chekiangensis	1	JF942352	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia gesnerioides	1	JF942390	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia chapaensis	1	JF942350	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia pentapetala	1	JF942437	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia heterobotrys	1	JF942404	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia dextrorsiflora	1	JF942375	NA	NA	NA	NA	NA
rest_Ericales	Androsace erecta	1	AF395004	NA	NA	NA	NA	NA
rest_Ericales	Samolus parviflorus	1	NA	NA	HQ284083	NA	NA	NA
rest_Ericales	Samolus porosus	1	NA	NA	HQ284085	NA	NA	NA
rest_Ericales	Samolus eremaeus	1	NA	NA	HQ284084	NA	NA	NA
rest_Ericales	Samolus vagans	1	NA	NA	HQ284081	NA	NA	NA
rest_Ericales	Samolus spathulatus	1	NA	NA	HQ284094	NA	NA	NA
rest_Ericales	Myrsine seguinii	1	NA	NA	AB178628	NA	NA	NA
rest_Ericales	Pouteria ambelaniifolia	1	JQ626230	NA	NA	NA	NA	NA
rest_Ericales	Pouteria singularis	1	JQ626061	NA	NA	NA	NA	NA
rest_Ericales	Primula sinolisteri	1	NA	NA	FJ786606	NA	NA	NA
rest_Ericales	Primula geraniifolia	1	NA	NA	FJ786610	NA	NA	NA
rest_Ericales	Primula watsonii	1	NA	NA	FJ786584	NA	NA	NA
rest_Ericales	Primula pinnatifida	1	NA	NA	FJ786570	NA	NA	NA
rest_Ericales	Primula primulina	1	NA	NA	FJ786613	NA	NA	NA
rest_Ericales	Primula caveana	1	NA	NA	FJ786612	NA	NA	NA
rest_Ericales	Primula muscarioides	1	AF394970	NA	NA	NA	NA	NA
rest_Ericales	Primula latisecta	1	NA	NA	FJ786576	NA	NA	NA
rest_Ericales	Cyclamen purpurascens	1	NA	NA	AM990510	NA	NA	NA
rest_Ericales	Micropholis obscura	1	JQ626160	NA	NA	NA	NA	NA
rest_Ericales	Euclea schimperi	1	NA	NA	NA	FJ238288	NA	NA
rest_Ericales	Douglasia nivalis	1	AF213796	NA	NA	NA	NA	NA
rest_Ericales	Madhuca macrophylla	1	EU980806	NA	NA	NA	NA	NA
rest_Ericales	Soldanella pusilla	1	AF395000	NA	NA	NA	NA	NA
rest_Ericales	Soldanella montana	1	U96943	NA	NA	NA	NA	NA
rest_Ericales	Diospyros rotundifolia	1	NA	NA	NA	FJ238300	NA	NA
rest_Ericales	Diospyros iturensis	1	NA	NA	NA	FJ238302	NA	NA
rest_Ericales	Diospyros malabarica	1	NA	NA	NA	FJ238312	NA	NA
rest_Ericales	Diospyros crassiflora	1	NA	NA	NA	FJ238301	NA	NA
rest_Ericales	Diospyros kirkii	1	NA	NA	NA	FJ238297	NA	NA
rest_Ericales	Diospyros fischeri	1	NA	NA	NA	FJ238292	NA	NA
rest_Ericales	Diospyros soubreana	1	NA	NA	NA	FJ238310	NA	NA
rest_Ericales	Diospyros loureiriana	1	NA	NA	NA	FJ238294	NA	NA
rest_Ericales	Diospyros calciphila	1	EU980659	NA	NA	NA	NA	NA
rest_Ericales	Diospyros duclouxii	1	NA	NA	NA	FJ238305	NA	NA
rest_Ericales	Diospyros dendo	1	NA	NA	NA	FJ238308	NA	NA
rest_Ericales	Dionysia tapetodes	1	AF394992	NA	NA	NA	NA	NA
rest_Ericales	Chrysophyllum prieurii	1	JQ626139	NA	NA	NA	NA	NA
rest_Ericales	Cortusa brotheri	1	AF394964	NA	NA	NA	NA	NA
rest_Ericales	Clavija domingensis	1	AF213818	NA	NA	NA	NA	NA
rest_Ericales	Anagallis rhodesiaca	1	NA	NA	EU150406	NA	NA	NA
rest_Ericales	Anagallis angustiloba	1	NA	NA	EU150413	NA	NA	NA
rest_Ericales	Anagallis monelli	1	NA	NA	EF437041	NA	NA	NA
rest_Ericales	Anagallis rubricaulis	1	NA	NA	EU150407	NA	NA	NA
rest_Ericales	Anagallis crassifolia	1	NA	NA	EU150421	NA	NA	NA
rest_Ericales	Anagallis tenuicaulis	1	NA	NA	EU150408	NA	NA	NA
rest_Ericales	Anagallis nummulariifolia	1	NA	NA	EU150411	NA	NA	NA
rest_Ericales	Anagallis acuminata	1	NA	NA	EU150404	NA	NA	NA
rest_Ericales	Anagallis serpens	1	NA	NA	EU150417	NA	NA	NA
rest_Ericales	Anagallis hexamera	1	NA	NA	EU150414	NA	NA	NA
rest_Ericales	Anagallis kochii	1	NA	NA	EU150409	NA	NA	NA
rest_Ericales	Anagallis oligantha	1	NA	NA	EU150416	NA	NA	NA
rest_Ericales	Anagallis kingaensis	1	NA	NA	EU150415	NA	NA	NA
rest_Ericales	Anagallis alternifolia	1	NA	NA	EU150418	NA	NA	NA
rest_Ericales	Anagallis djalonis	1	NA	NA	EU150410	NA	NA	NA
rest_Ericales	Anagallis pumila	1	NA	NA	EU150405	NA	NA	NA
rest_Ericales	Anagallis filiformis	1	NA	NA	EU150419	NA	NA	NA
rest_Ericales	Anagallis platyphylla	1	NA	NA	EF437043	NA	NA	NA
rest_Ericales	Anagallis collina	1	NA	NA	EF437040	NA	NA	NA
rest_Ericales	Anagallis huttonii	1	NA	NA	EU150412	NA	NA	NA
rest_Ericales	Asterolinon adoense	1	NA	NA	EF437048	NA	NA	NA
rest_Ericales	Lysimachia fortunei	1	JF942389	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia alfredii	1	JF942344	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia crispidens	1	JF942369	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia heterogenea	1	JF942407	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia capillipes	1	JF942348	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia longipes	1	JF942422	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia decurrens	1	JF942371	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia omeiensis	1	JF942426	NA	NA	NA	NA	NA
rest_Ericales	Hottonia inflata	1	AY753596	NA	NA	NA	NA	NA
rest_Ericales	Androsace septentrionalis	1	AF394963	NA	NA	NA	NA	NA
rest_Ericales	Stimpsonia chamaedryoides	1	AF421117	NA	NA	NA	NA	NA
rest_Ericales	Trientalis europaea	1	U96655	NA	NA	NA	NA	NA
rest_Ericales	Royena cordata	1	EU980799	NA	NA	NA	NA	NA
rest_Ericales	Primula magellanica	1	NA	NA	EF218396	NA	NA	NA
rest_Ericales	Primula cicutariifolia	1	NA	NA	FJ786564	NA	NA	NA
rest_Ericales	Primula scotica	1	NA	NA	DQ379905	NA	NA	NA
rest_Ericales	Primula algida	1	NA	NA	FJ786561	NA	NA	NA
rest_Ericales	Primula sachalinensis	1	NA	NA	EF218368	NA	NA	NA
rest_Ericales	Primula longiscapa	1	NA	NA	EF218348	NA	NA	NA
rest_Ericales	Primula frondosa	1	NA	NA	EF218353	NA	NA	NA
rest_Ericales	Primula japonica	1	AF394979	NA	NA	NA	NA	NA
rest_Ericales	Tetraclis baroni	1	EU980803	NA	NA	NA	NA	NA
rest_Ericales	Pomatosace filicula	1	JF943531	NA	NA	NA	NA	NA
rest_Ericales	Euclea racemosa	1	NA	NA	NA	FJ238287	NA	NA
rest_Ericales	Dionysia hissarica	1	NA	NA	AY680768	NA	NA	NA
rest_Ericales	Clavija eggersiana	1	L12608	NA	NA	NA	NA	NA
rest_Ericales	Ardisia virens	1	NA	NA	JF416251	NA	NA	NA
rest_Ericales	Hymenandra wallichii	1	AF213811	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia christinae	1	JF942353	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia insignis	1	JF942413	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia phyllocephala	1	JF942439	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia candida	1	JF942346	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia melampyroides	1	JF942424	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia congestiflora	1	JF942366	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia paridiformis	1	JF942430	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia laxa	1	JF942417	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia fistulosa	1	JF942382	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia clethroides	1	JF942362	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia lobelioides	1	JF942419	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia ovoidea	1	NA	NA	GQ257954	NA	NA	NA
rest_Ericales	Lysimachia fordiana	1	JF942384	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia rubiginosa	1	JF942444	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia pittosporoides	1	JF942441	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia grammica	1	JF942393	NA	NA	NA	NA	NA
rest_Ericales	Hottonia palustris	1	AF395002	NA	NA	NA	NA	NA
rest_Ericales	Androsace lactea	1	AF394965	NA	NA	NA	NA	NA
rest_Ericales	Samolus junceus	1	NA	NA	HQ284088	NA	NA	NA
rest_Ericales	Vitaliana primuliflora	1	AF395006	NA	NA	NA	NA	NA
rest_Ericales	Lissocarpa kating	1	EU980795	NA	NA	NA	NA	NA
rest_Ericales	Pouteria filipes	1	JQ626082	NA	NA	NA	NA	NA
rest_Ericales	Pouteria obovoidea	1	GQ248682	NA	NA	NA	NA	NA
rest_Ericales	Pradosia ptychandra	1	JQ626027	NA	NA	NA	NA	NA
rest_Ericales	Royena lycioides	1	JF265389	NA	NA	NA	NA	NA
rest_Ericales	Primula gemmifera	1	JF943651	NA	NA	NA	NA	NA
rest_Ericales	Primula gaubaeana	1	AF213798	NA	NA	NA	NA	NA
rest_Ericales	Primula heucherifolia	1	JF943652	NA	NA	NA	NA	NA
rest_Ericales	Primula calderiana	1	JF943613	NA	NA	NA	NA	NA
rest_Ericales	Primula forrestii	1	NA	NA	FJ786557	NA	NA	NA
rest_Ericales	Primula membranifolia	1	JF943663	NA	NA	NA	NA	NA
rest_Ericales	Primula utahensis	1	NA	NA	AY647562	NA	NA	NA
rest_Ericales	Primula poetica	1	NA	NA	AY647563	NA	NA	NA
rest_Ericales	Primula fassettii	1	NA	NA	AY647556	NA	NA	NA
rest_Ericales	Primula pulchella	1	JF943691	NA	NA	NA	NA	NA
rest_Ericales	Primula standleyana	1	NA	NA	AY647561	NA	NA	NA
rest_Ericales	Primula sonchifolia	1	JF943714	NA	NA	NA	NA	NA
rest_Ericales	Primula hendersonii	1	NA	NA	AY647537	NA	NA	NA
rest_Ericales	Primula frigida	1	NA	NA	AY647545	NA	NA	NA
rest_Ericales	Primula tetrandra	1	NA	NA	AY647550	NA	NA	NA
rest_Ericales	Primula jeffreyi	1	NA	NA	AY647548	NA	NA	NA
rest_Ericales	Primula forbesii	1	NA	NA	AY647595	NA	NA	NA
rest_Ericales	Glaux maritima	1	AF213821	NA	NA	NA	NA	NA
rest_Ericales	Ardisiandra wettsteinii	1	AF213795	NA	NA	NA	NA	NA
rest_Ericales	Micropholis longipedicellata	1	FJ038174	NA	NA	NA	NA	NA
rest_Ericales	Soldanella alpina	1	NA	NA	AM990487	NA	NA	NA
rest_Ericales	Diospyros carbonaria	1	JQ626229	NA	NA	NA	NA	NA
rest_Ericales	Diospyros transitoria	1	GQ248596	NA	NA	NA	NA	NA
rest_Ericales	Diospyros capreifolia	1	JQ626100	NA	NA	NA	NA	NA
rest_Ericales	Cortusa turkestanica	1	AF213803	NA	NA	NA	NA	NA
rest_Ericales	Maesa tenera	1	NA	NA	AJ431000	NA	NA	NA
rest_Ericales	Omphalogramma vinciflorum	1	NA	NA	FJ786609	NA	NA	NA
rest_Ericales	Ardisia humilis	1	NA	NA	JF416257	NA	NA	NA
rest_Ericales	Ardisia mamillata	1	NA	NA	JF416250	NA	NA	NA
rest_Ericales	Ardisia polycephala	1	NA	NA	JF416254	NA	NA	NA
rest_Ericales	Lysimachia kalalauensis	1	NA	NA	GQ257951	NA	NA	NA
rest_Ericales	Lysimachia waianaeensis	1	NA	NA	GQ257962	NA	NA	NA
rest_Ericales	Lysimachia scopulensis	1	NA	NA	GQ257961	NA	NA	NA
rest_Ericales	Lysimachia daphnoides	1	NA	NA	GQ257941	NA	NA	NA
rest_Ericales	Lysimachia filifolia	1	NA	NA	GQ257942	NA	NA	NA
rest_Ericales	Lysimachia mauritiana	1	NA	NA	GQ257952	NA	NA	NA
rest_Ericales	Manilkara hexandra	1	JQ673543	NA	NA	NA	NA	NA
rest_Ericales	Manilkara chicle	1	JQ594847	NA	NA	NA	NA	NA
rest_Ericales	Androsace spinulifera	1	Z80205	NA	NA	NA	NA	NA
rest_Ericales	Lissocarpa benthamii	1	EU980793	NA	NA	NA	NA	NA
rest_Ericales	Sideroxylon foetidissimum	1	Z83136	NA	NA	NA	NA	NA
rest_Ericales	Royena lucida	1	Z83134	NA	NA	NA	NA	NA
rest_Ericales	Primula mistassinica	1	NA	NA	EF218402	NA	NA	NA
rest_Ericales	Primula denticulata	1	JF943631	NA	NA	NA	NA	NA
rest_Ericales	Primula integrifolia	1	NA	NA	AY647576	NA	NA	NA
rest_Ericales	Primula sieboldii	1	U96657	NA	NA	NA	NA	NA
rest_Ericales	Primula incana	1	NA	NA	DQ379916	NA	NA	NA
rest_Ericales	Primula pinnata	1	NA	NA	EF218351	NA	NA	NA
rest_Ericales	Primula darialica	1	NA	NA	EF218345	NA	NA	NA
rest_Ericales	Primula cortusoides	1	AF394977	NA	NA	NA	NA	NA
rest_Ericales	Primula specuicola	1	NA	NA	DQ379909	NA	NA	NA
rest_Ericales	Primula eximia	1	NA	NA	AY647600	NA	NA	NA
rest_Ericales	Primula capitellata	1	NA	NA	EF218349	NA	NA	NA
rest_Ericales	Primula megaseifolia	1	AF394997	NA	NA	NA	NA	NA
rest_Ericales	Primula anvilensis	1	NA	NA	EF218363	NA	NA	NA
rest_Ericales	Primula scandinavica	1	NA	NA	EF218371	NA	NA	NA
rest_Ericales	Primula alcalina	1	NA	NA	DQ379908	NA	NA	NA
rest_Ericales	Primula fragrans	1	NA	NA	AY647552	NA	NA	NA
rest_Ericales	Micropholis cayennensis	1	JQ625973	NA	NA	NA	NA	NA
rest_Ericales	Chrysophyllum cuneifolium	1	JQ625874	NA	NA	NA	NA	NA
rest_Ericales	Ardisia quinquegona	1	GQ436753	NA	NA	NA	NA	NA
rest_Ericales	Ardisia elliptica	1	GU135176	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia iniki	1	NA	NA	GQ257949	NA	NA	NA
rest_Ericales	Lysimachia glutinosa	1	NA	NA	GQ257945	NA	NA	NA
rest_Ericales	Lysimachia nummularia	1	AY395550	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia ciliata	1	DQ006120	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia hillebrandii	1	NA	NA	GQ257947	NA	NA	NA
rest_Ericales	Manilkara bidentata	1	JQ626263	NA	NA	NA	NA	NA
rest_Ericales	Trientalis borealis	1	HQ590306	NA	NA	NA	NA	NA
rest_Ericales	Pouteria macrocarpa	1	FJ038184	NA	NA	NA	NA	NA
rest_Ericales	Pouteria decorticans	1	JQ625955	NA	NA	NA	NA	NA
rest_Ericales	Pouteria torta	1	JQ625931	NA	NA	NA	NA	NA
rest_Ericales	Pouteria gongrijpii	1	JQ626231	NA	NA	NA	NA	NA
rest_Ericales	Pouteria eugeniifolia	1	JQ625932	NA	NA	NA	NA	NA
rest_Ericales	Royena glabra	1	EU980800	NA	NA	NA	NA	NA
rest_Ericales	Primula borealis	1	NA	NA	AY647602	NA	NA	NA
rest_Ericales	Primula farinosa	1	NA	NA	EF218356	NA	NA	NA
rest_Ericales	Primula nipponica	1	NA	NA	AY647583	NA	NA	NA
rest_Ericales	Primula angustifolia	1	NA	NA	AY647589	NA	NA	NA
rest_Ericales	Primula nutans	1	NA	NA	EF218418	NA	NA	NA
rest_Ericales	Primula capillaris	1	NA	NA	AY647594	NA	NA	NA
rest_Ericales	Primula suffrutescens	1	NA	NA	AY647584	NA	NA	NA
rest_Ericales	Primula rusbyi	1	NA	NA	AY647588	NA	NA	NA
rest_Ericales	Primula bulleyana	1	AF394985	NA	NA	NA	NA	NA
rest_Ericales	Dionysia aretioides	1	NA	NA	AY647604	NA	NA	NA
rest_Ericales	Chrysophyllum sanguinolentum	1	JQ626145	NA	NA	NA	NA	NA
rest_Ericales	Maesa japonica	1	NA	NA	AM990486	NA	NA	NA
rest_Ericales	Aegiceras corniculatum	1	JQ080282	NA	NA	NA	NA	NA
rest_Ericales	Pouteria macrophylla	1	JQ625805	NA	NA	NA	NA	NA
rest_Ericales	Pouteria hispida	1	JQ626328	NA	NA	NA	NA	NA
rest_Ericales	Sideroxylon inerme	1	AM235132	NA	NA	NA	NA	NA
rest_Ericales	Primula cuneifolia	1	AF394962	NA	NA	NA	NA	NA
rest_Ericales	Primula halleri	1	NA	NA	EF218360	NA	NA	NA
rest_Ericales	Madhuca microphylla	1	AF421096	NA	NA	NA	NA	NA
