Stemmadenia litoralis								DQ660732			DQ660542													DQ660801									DQ660666							DQ660611	GU974090							
Stemmadenia alfaroi	GU974264										JQ586562													GU974180									JQ590244							GU973990	GU974088							
Stemmadenia obovata	GU974267										GU973909													GU974183									JQ590258							GU973993	GU974092							
Condylocarpon isthmicum								DQ660696			DQ660511							EF456087						DQ660764									DQ660639							DQ660574								
Alyxia reinwardtii								DQ660681			DQ660496							EF456091						DQ660749									DQ660627							DQ660559								
Pachypodium baronii											EF456280							EF456154	GU901369					EF456449								HQ847411								EF456615								
Mandevilla hirsuta	DQ522684										DQ522614													DQ522746									JQ590230							DQ522828	DQ522787							
Mandevilla scabra	DQ522702										DQ522632													AY597558						DQ787394										AY597592	AY597626							
Cynanchum acutum									AJ428584		AY899939							AY163670															JQ933292							AJ699326					AJ492735			
Cynanchum caudatum									AB109942									AB109910																		AB110036	AB109076								AB109973			
Cynanchum boudieri									AB109941									AB109166																		AB110035	AB109075								AB109972			
Cynanchum wilfordii									AB109943									AB109911																		AB110037	AB109077								AB109974			
Cynanchum savannarum									AJ428809		JN805882							AJ428808																					JN574541	AJ699341	JN574681							
Petalostelma sarcostemma									AJ428788		JN805893						JN574615	AJ428787																					JN574557	AJ699345								
Hancornia speciosa								DQ660705			DQ660519													DQ660774									DQ660646							DQ660584	GU974075							
Xysmalobium fraternum									AM295657					GQ304282	GQ304399			AM295658						GQ281134																					AM396863			
Asclepias longifolia									AM295749					GQ304310	GQ304427			AM295748						GQ281161																					AM396889			
Asclepias praemorsa									AM295716					GQ304294	GQ304411			AM295717						GQ281145																					AM396890			
Asclepias linaria									AM295744					GQ304317	GQ304434			AM295745						GQ281168																					AM396888			
Asclepias gibba									AM295743					GQ304292	GQ304409			AM295742						GQ281143																					AM396887			
Tabernaemontana ventricosa	GU974330										GU973972													GU974246									JF265619							GU974056	GU974159							
Tabernaemontana amygdalifolia								DQ660737			DQ660547													DQ660806									DQ660670							DQ660616	GU974096							
Tabernaemontana bufalina								DQ660738			DQ660548													DQ660807									DQ660671							DQ660617	GU974103							
Tabernaemontana aurantiaca	GU974275										GU973917													GU974191									FJ976175							GU974001	GU974101							
Tabernaemontana alba	GU974270										JQ586578													GU974186									JQ590260							GU973996	GU974095							
Tabernaemontana pandacaqui	GU974311										GU973953													GU974227						HQ222982										GU974037	GU974140							
Tabernaemontana arborea	GU974272										GU973914													GU974188									GQ981892							GU973998	GU974098							
Tabernaemontana pachysiphon								DQ660740			DQ660550													DQ660809									DQ660673							DQ660619	GU974139							
Tabernaemontana catharinensis								DQ660739			DQ660549													DQ660808									DQ660672							DQ660618	GU974106							
Rauvolfia tetraphylla		GQ220738									JQ586560											HQ638274	HQ638362							HQ130660			JQ590242															
Tacazzea apiculata									DQ221206		AY899945							DQ916885												DQ916866			AJ419764						DQ916907									
Callichilia orientalis								DQ660689			DQ660504													DQ660757									DQ660634							DQ660567	GU974069							
Couma guianensis								DQ660697			DQ660512													DQ660765									DQ660640							DQ660575	GU974073							
Neisosperma poweri								DQ660715			DQ660527													DQ660784						AB331867			DQ660654							DQ660594								
Holarrhena pubescens									AF214212		EF456362							AF214366						EF456421									JF265476							EF456551								
Holarrhena curtisii											EF456254							EF456148	GU901350					EF456423																EF456541								
Trachelospermum asiaticum									AB178634		EF456322							JN102167						AB710096						JF980326										AB710112								
Gomphocarpus fruticosus									AM295762		HM850833							AM295763															HM850038												AM396906			
Hemipogon acerosus											JN805869						JN574585	AY163690																					JN574533	AJ704288					JN805923			
Hemipogon harleyi											JN805871						JN574587	JN574636																						JN574497	JN574671				JN805925			
Craspidospermum verticillatum								DQ660698			DQ660513							AM295090						DQ660766									DQ660641							DQ660576								
Prestonia riedelii	DQ522721										DQ522651							EF456212						AY597573																AY597607	AY597641							
Apteranthes burchardii									EU127988								HM475416	HM475478		HM475361													EU196257												EU267907			
Vincetoxicum nigrum							AM398040		AF214297		Z98192							AF214451																			HE793849								FJ362532			
Trachycalymma buchwaldii									AM295646					GQ304287	GQ304404			AM295647						GQ281139																					AM396860			
Pteralyxia kauaiensis									AF214258		AM295073							EF456098						EF456470									AM295085							EF456520								
Metastelma schaffneri											JN805884						JN574600	AJ410215																					JN574544	AJ699343	JN574683							
Parahancornia fasciculata								DQ660718			DQ660530													DQ660787									DQ660658							DQ660597	GU974082							
Macroditassa grandiflora											JN805877						JN574592	JN574711																						JN574501	JN574676				JN805931			
Macroditassa macrophylla											JN805878						JN574593	JN574712																						JN574502	JN574677				JN805932			
Macroditassa melantha											JN805879						JN574594	JN574713																						JN574503	JN574678				JN805933			
Tylophora matsumurae									AB109948									AB109916																AB109143		AB110042	AB109082								AB109979			
Tylophora floribunda									AB109946									AB109914																AB109139		AB110040	AB109080								AB109977			
Tylophora tanakae									AB109951									AB109919																AB109144		AB110045	AB109085								AB109982			
Tylophora brownii									AB109949									AB109917																AB109141		AB110043	AB109083								AB109980			
Tylophora aristolochioides									AB109944									AB109912																AB109137		AB110038	AB109078								AB109975			
Tylophora japonica									AB109947									AB109915																AB109140		AB110041	AB109081								AB109978			
Allomarkgrafia brenesiana	DQ522660										EF456340							EF456223	GU901322					AY597546																AY597580	AY597614							
Voacanga africana	GU974332								AF214298		GU973974							AF214452						GU974248																GU974058	GU974163							
Peplonia asteria											JN805890						JN574612	AJ704300																					JN574554	AJ704303	JN574688				JN805948			
Pleiocarpa mutica								DQ660724			DQ837539							AF214407						DQ660793									AJ419757							DQ660603								
Haplophyton crooksii								DQ660706	AF214209		DQ660520							AF214363						DQ660775									DQ660647							DQ660585								
Rhodocalyx rotundifolius	DQ522722										DQ522652							EF456186	GU901387					AY597574																AY597608	AY597642							
Minaria decussata											DQ026722						JN574602	AJ704219																					JN574546	AJ704217	DQ026758				JN805939			
Minaria polygaloides											JN805885						JN574607	JN574645																					JN574550	JN574506	JN574685				JN805944			
Minaria magisteriana											DQ026727						JN574605	AY163681																					JN574549	AJ704482	DQ026763				JN805942			
Minaria grazielae											DQ026724						JN574604	AJ410204																					JN574548	AJ699339	DQ026760				JN805941			
Telosma cordata								DQ660741			DQ660551							EF456112						DQ660810									DQ660674							DQ660620					AM980873			
Blepharodon ampliflorum											JN805852							JN574621																JN574563					JN574513	JN574482	JN574654				JN805900			
Blepharodon costae											JN805854							JN574623																JN574565					JN574514	JN574484	JN574656				JN805901			
Blepharodon pictum											DQ026720							AY163669																JN574567					JN574516	AJ704467	DQ026754				JN805904			
Blepharodon manicatum											JN805855							JN574624																JN574566					JN574515	JN574485	JN574657				JN805903			
Nephradenia asparagoides									AY163707		JN805888							AY163706																					JN574552	JN574507	DQ026776				JN805946			
Nephradenia acerosa									AY163705		JN805887							AY163704																					JN574551	AJ704496	DQ026775				JN805945			
Amsonia tabernaemontana								DQ660684	AF214153		DQ660499							AF214307						DQ660752									AM295078							DQ660562								
Ditassa cordeiroana									AY163676		JN805860							AY163675																					JN574522	JN574489	JN574661				JN805911			
Ditassa tomentosa									AJ704486		DQ026729							AJ704484																					JN574531	AJ704485	DQ026765				JN805921			
Ditassa auriflora									AJ704470		JN805856							AJ704471																					JN574517	AJ704472	DQ026755				JN805905			
Oncinotis tenuiloba								DQ660717			DQ660529							EF456141	GU901368					DQ660786									DQ660657							DQ660596								
Secondatia densiflora	DQ522723										DQ522653							EF456177	GU901391					AY597575																AY597609	AY597643							
Caralluma indica			AY790370						EU127959									EU267099		HM475374													EU196258	HM475430											EU267903			
Pachypodium geayi	DQ522719										DQ522649							HQ847485						AY597571								HQ847430								AY597605	AY597639							
Allamanda schottii								DQ660679			DQ660495	JX683837						EF456099						DQ660747									DQ660626							DQ660557								
Mesechites trifidus	DQ522717										DQ522647							EF456138						EF456424									AJ419749							DQ522850	DQ522809							
Adenium obesum								DQ660678			GQ220742							EF456152						DQ660746									AJ002880		AJ420130					DQ660556								
Petalostelma martianum											JN805892						JN574614	JN574648																					JN574556	JN574509	JN574689				JN805950			
Secamone elliptica								DQ660731			DQ660541							EF456116	GU901390					DQ660800									DQ660665							DQ660610								
Xysmalobium undulatum									AM295680					GQ304283	GQ304400			AM295679						GQ281135									AM234842												AM396870			
Geissospermum laeve								DQ660702	AF214205		DQ660517							AF214359						DQ660770									DQ660643							DQ660580								
Strophanthus boivinii								DQ660734			DQ660544							EF456192	GU901395					DQ660803									DQ660667							DQ660613								
Tabernaemontana undulata	GU974328										GU973970							HQ634605						GU974244									JQ626323							GU974054	GU974157							
Tabernaemontana citrifolia	GU974281								AF214277		GU973923							AF214431						GU974197																GU974007	GU974109							
Tabernaemontana siphilitica	GU974324								AF214168		GU973966							AF214322						GU974240																GU974050	GU974153							
Tabernaemontana elegans	GU974294										JF270961													GU974210									JF265618							GU974020	GU974122							
Tabernaemontana divaricata	GU974292										JN228934													GU974208						HQ386697			EU916740							GU974018	GU974120							
Rauvolfia sellowii								DQ660727			DQ660537											HQ638269	HQ638346	DQ660796									DQ660662							DQ660606								
Rauvolfia serpentina									AF214261	Y00756								AF214414				HQ638282	HQ638350							AB376673										AB364598								
Odontadenia lutea	DQ522718										EF456337							EF456220						AY597570									DQ660656							AY597604	AY597638							
Hoya carnosa													DQ334577				HQ327665	DQ334535			HQ593794					AF506155							EU196279												DQ334460			
Callichilia barteri	GU974252								AF214169		GU973894							AF214323						GU974168																GU973978	GU974066							
Gymnanthera oblonga											EF456376							EF456106	GU901348					EF456409						DQ916850			EU196276							EF456646								
Picralima nitida								DQ660723			Z70179							AF214404						DQ660792									X91766							DQ660602								
Vallaris solanacea											EF456286							EF456162	GU901401					EF456500						HQ386700			JQ933518							EF456559								
Stephanostema stenocarpum								DQ660733			DQ660543							EF456248						DQ660802									X91770		AJ420126					DQ660612								
Gomphocarpus cancellatus									AM295767					EU675545	EU675583			AM295766						EU675507									AM234835												AM396905			
Hemipogon hatschbachii											JN805872						JN574588	JN574637																					JN574535	JN574498	JN574672				JN805926			
Hemipogon hemipogonoides											JN805873						JN574589	JN574638																					JN574536	JN574499	JN574673				JN805927			
Hemipogon abietoides											JN805868						JN574584	JN574634																					JN574532	JN574495	JN574669				JN805922			
Hemipogon carassensis											JN805870						JN574586	AY163692																					JN574534	JN574496	JN574670				JN805924			
Vincetoxicum inamoenum									AB109952									AB109920																AB109165		AB110066	AB109133								AB109989			
Vincetoxicum amplexicaule									AB109957									AB109925																AB109147		AB110048	AB109088								AB109985			
Vincetoxicum izuense									AB109970									AB109939																AB109163		AB110064	AB109131								AB110002			
Vincetoxicum nipponicum									AB109964									AB109933																AB109158		AB110058	AB109125								AB109996			
Vincetoxicum yonakuniense									AB109969									AB109938																AB109162		AB110063	AB109130								AB110001			
Vincetoxicum magnificum									AB109955									AB109923																AB109156		AB110056	AB109123								AB109994			
Vincetoxicum mongolicum		GQ436052																HE793777															GQ436512	GQ435174			HE793806								FJ980365		GQ434570	
Vincetoxicum calcareum									AB109960									AB109929																AB109150		AB110051	AB109118								AB109988			
Vincetoxicum ambiguum									AB109956									AB109928																AB109146		AB110047	AB109087								AB109984			
Vincetoxicum macrophyllum									AB109954									AB109922																AB109155		AB110054	AB109122								AB109992			
Vincetoxicum hirundinaria									AF214296		HE967023							AJ410276															HE963731	HE966869			HE793848								AJ320474			
Vincetoxicum austrokiusianum									AB109959									AB109927																AB109149		AB110050	AB109117								AB109987			
Vincetoxicum hoyoense									AB109971									AB109940																AB109164		AB110065	AB109132								AB110003			
Vincetoxicum katoi									AB109962									AB109931																AB109152		AB110053	AB109120								AB109991			
Vincetoxicum japonicum									AB109961									AB109930																AB109151		AB110052	AB109119								AB109990			
Vincetoxicum yamanakae									AB109968									AB109937																AB109153		AB110062	AB109129								AB110000			
Vincetoxicum acuminatum									AB110215									AB109924																AB109145		AB110046	AB109086								AB109983			
Metastelma harleyi											JN805881						JN574596	JN574644																					JN574540	JN574505	JN574680				JN805935			
Metastelma parviflorum									AY163702		JN805883						JN574599	AY163701																					JN574543		JN574682				JN805937			
Metastelma giuliettianum											JN805880						JN574595	JN574643																					JN574539	JN574504	JN574679				JN805934			
Macroditassa adnata											JN805876						JN574591	JN574710																					JN574538	JN574500	JN574675				JN805930			
Mascarenhasia arborescens									AF214224		EF456321							EF456201						EF456453									AJ002885							EF456593		AJ420117						
Finlaysonia insularum											EF456375							DQ916875	GU901341					EF456408						DQ916848									DQ916893	EF456645								
Rhabdadenia biflora											EF456277							DQ916869	GU901384					EF456388						DQ916832			AJ419759							EF456571		AJ420123						
Molongum laxum								DQ660714	AF214229		Z70185							AF214383						DQ660783									X91765							DQ660593	GU974078							
Aspidosperma australe								DQ660687	AF214159		DQ660502							AF214313						DQ660755									DQ660632							DQ660565	GU974064							
Aspidosperma cruentum		FJ038422									FJ514713	FJ037963				FJ038856		FJ039102												FJ037792			GQ428620															
Zygostelma benthamii											EF456378							DQ916886	GU901404					EF456399						DQ916867									DQ916908	EF456648								
Fockea edulis			AM233390						AF214199		EF456383						AM231765	AJ431741	GU901342					EF456405																EF456653								
Parsonsia eucalyptophylla								DQ660719	AF214241		DQ660531							EF456142	GU901372					DQ660788									DQ660659							DQ660598								
Asclepias incarnata		HQ593911									HQ593186						EF590673																DQ006053												DQ005967			
Macoubea guianensis	GU974259								AF214221		JQ626352							AF214375						GU974175									JQ625771							GU973985	GU974077							
Calotropis procera		JQ845893												GQ304279	GQ304396			AJ428796						GQ281131									EU196255												AM396900			
Rauvolfia vomitoria								DQ660728			DQ660538											HQ638293	HQ638371	DQ660797									DQ660663							DQ660607	GU974083							
Tabernanthe iboga	GU974331								AF214278		GU973973							AF214432						GU974247									AJ419763							GU974057	GU974160							
Peltastes peltatus								DQ660720	AF214242		DQ660532							EF456203	GU901374					DQ660789									AJ419754							DQ660599								
Kopsia fruticosa								DQ660709			Z70178							AM295091						DQ660778									L14402							DQ660588		AJ235824						
Hemipogon sprucei									AJ704298		JN805875						JN574590	AJ704299																					JN574537	AJ704296	JN574674				JN805929			
Prestonia quinquangularis								DQ660726	AF214257		Z70180							EF456205						DQ660795									X91768							DQ660605		AJ420122						
Saba comorensis								DQ660729	AF214263		DQ660539							AF214417						DQ660798									DQ660664							DQ660608	GU974085							
Metastelma myrtifolium									AJ704493		DQ026733						JN574598	AJ704494																					JN574542	AJ704495	DQ026774				JN805936			
Tonduzia longifolia								DQ660742	AF214283		DQ660552							AF214437						DQ660812									DQ660675							DQ660622	GU974161							
Aspidosperma marcgravianum		FJ038423									FJ514763	FJ037964				FJ038857		FJ039341												FJ037794			JQ626187															
Thevetia peruviana		GQ220741							AF214282		JN416982							AF214328						DQ660811									EU916732							DQ660621		AF130169				DQ485192		
Phyllanthera grayi								DQ660722			DQ660534							DQ916883	GU901377					DQ660791						DQ916860			DQ660660						DQ916901	DQ660601								
Pergularia daemia											JQ024981			GQ304277	GQ304394			AJ290892						GQ281129									EU196286				HE793825			AJ699323					AM396851			
Tabernaemontana disticha	GU974291	FJ038426									GU973933							FJ039224						GU974207									FJ037967							GU974017	GU974119							
Rauvolfia verticillata										DQ017054	GQ434097											HQ638287	HQ638319							AB376675			GQ436398							AB364600								
Ambelania acida		FJ038420						DQ660682			FJ514717							FJ039101						DQ660750									FJ037961							DQ660560	GU974063							
Periploca graeca									AJ581807		Z98178							DQ916881												AJ581682			AJ002889		AJ420120				DQ916898			AJ235825						
Beaumontia grandiflora	DQ522662										Z98174							EF456184	GU901331					EF456498									AJ002961							AY597581	AY597615	AJ420115						
Cerbera manghas								DQ660693	AF214176		DQ660508							AF214330						DQ660761			AY289670						AY289685							DQ660571								
Chonemorpha fragrans	DQ522663										DQ522593							AF214336	GU901332					AB610198						AB710139			JQ933265							AY597582	AY597616							
Vincetoxicum rossicum		HQ593965									HQ593259							EF456113						EF456413									HQ590055				HE793809			EF456651					FJ517165			
Wrightia arborea								DQ660745			DQ660555							EF456164						DQ660815									AJ002891		AJ420129					DQ660625		AJ235827						
Funtumia elastica								DQ660701	AF214203		DQ660516							AF214357	GU901346					DQ660769									AJ002883							DQ660579								
Ochrosia elliptica						EU069544		DQ660716	AF214233		DQ660528							AF214387						DQ660785						AB331876			DQ660655							AB364601	GU974081							
Pachypodium lamerei	DQ522720										DQ522650							HQ847496						EF456458			DQ110353					HQ847441	AJ002887							EF456619	AY597640	AJ420119						
Catharanthus roseus						AJ223423		DQ660692	AF214175		AM295068							AF102392						DQ660760									X91757							DQ660570						DQ485196		
Apocynum androsaemifolium		HQ593899							AF214154		HQ593173							AF214308	GU901328					EF456387									HQ589956							EF456546			AF209529					
Acokanthera oblongifolia							HQ385104				HQ384553							DQ221123										HQ384649	HQ384995				X91758							HQ385185		HQ384847	HQ384763					
Vincetoxicum pycnostelma		GQ436053							AB109965									HE793779															JF949975	AB109161		AB110059	HE793808								AB109997		GQ434572	
Vincetoxicum atratum		GQ436051							AB109958									AJ410270															GQ436511	AB109148		AB110049	HE793846								AB109986		GQ434569	
Petopentia natalensis								DQ660721			AY903453							AJ581808	GU901376					DQ660790						AJ581684			AJ419756						DQ916900	DQ660600		AJ420121						
Lacmellea aculeata		FJ038425						DQ660710	AF214217		DQ660523							AF214371						DQ660779						FJ037795			GQ428622							DQ660589	GU974076							
Asclepias tuberosa		EF590592				EU281054			AF214158		GQ248084						EF590674	AF214312									AY453103						GQ248553														EF590756	
Asclepias curassavica									AF214156		JQ586756			EU675560	EU675598			AY163664						EU675522									EU916742				HE793813			AJ704459	DQ026751				AM396884			
Apocynum cannabinum							HQ385103	DQ660685	AF214155		DQ660500							HQ412961						DQ660753				HQ384648	HQ384993	DQ005966			X91761		AJ420113					DQ660563		HQ384846	HQ384762					
Trachelospermum jasminoides	DQ522729	GQ435992							AF214285		EF456294						FN675799	AB610188						AB610195						JF708198			GQ436400							AB610203	AY597647	AJ420128						
Alstonia scholaris		GQ435993						DQ660680			AJ429321		DQ359161					AJ430907						DQ660748						DQ358880			GQ436402							AJ431032	GU974062	AJ011982						
Vinca minor							HQ385105	DQ660743	AF214295		JN894336						HE966868	FJ490766						DQ660813			AF520143	HQ384650	HQ384996				HQ619728							AF004095	GU974162	HQ384848	HQ384764					
Asclepias syriaca		HQ593912					HQ385102	DQ660686	AJ410180		DQ660501			EU675575	EU675613			AJ410179						EU675537	JF312046			HQ384647	HQ384992				HQ589968							DQ660564			HQ384761		AM396892			
Nerium oleander		EU531586				AJ223421	GQ997702		AF214232									DQ221167			HQ593795			EF456437			GU351261	GQ997665	HQ384994				EU916729		AJ420118					EF456596		GQ997647	GQ997632			DQ485193		
